candidate_id,park_id,park_name,amap_poi_id,poi_name,standard_categories,amap_keywords,amap_type,amap_typecode,address,business_area,longitude,latitude,min_distance_m,distance_band,rating,cost_yuan,opentime_today,opentime_week,tel,source_query_ids,pdf_seed_match_status,pdf_seed_poi_record_ids,pdf_seed_poi_names,in_park_status,validation_status,confidence,notes
AMAP-POI-0103,sample_olympic_forest,奥林匹克森林公园,B0J1ZHOOWJ,京东便利店(北辰世纪中心店),convenience_retail,便利店,购物服务;便民商店/便利店;便民商店/便利店,060200,北辰世纪中心B座北门东侧,北辰,116.388290,39.999294,2178,1501-3000m,4.2,,08:00-21:30,周一至周日 08:00-21:30,010-58955500,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0104,sample_olympic_forest,奥林匹克森林公园,B0J2AR5N66,芭雅瑜美,yoga_pilates,普拉提,体育休闲服务;运动场馆;健身中心,080111,亚运村大屯街道慧忠里103号洛克时代中心,亚运村,116.406533,40.002178,2204,1501-3000m,4.2,488.00,09:00-21:00,周一至周日 09:00-21:00,18610551179,os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0105,sample_olympic_forest,奥林匹克森林公园,B0J2MUPNJG,锐健身游泳中心(国奥店),yoga_pilates,瑜伽,体育休闲服务;运动场馆;健身中心,080111,林萃东路1号(国奥村西区西门),北沙滩,116.376253,40.008442,1768,1501-3000m,4.5,,10:00-22:00,周一至周日 10:00-22:00,15790709394,os_yoga,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0106,sample_olympic_forest,奥林匹克森林公园,B0J2TZOM7N,山茶赋·新中式鲜奶茶(林奥店),tea_drink,茶饮,餐饮服务;冷饮店;冷饮店,050700,北京城区清林路林奥嘉园林奥购物中心南2号门2楼,北苑,116.409122,40.033637,2209,1501-3000m,3.2,21.00,10:30-20:30,周一至周日 10:30-20:30,18911168685,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0107,sample_olympic_forest,奥林匹克森林公园,B0J3DP9APY,YOYA优雅瑜伽普拉提,yoga_pilates,瑜伽;普拉提,体育休闲服务;运动场馆;健身中心,080111,安立路辅路与大屯里小街交叉口南80米,北辰,116.408233,40.003645,2159,1501-3000m,4.7,325.00,07:00-21:00,周一至周日 07:00-21:00,13041199888,os_yoga;os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0108,sample_olympic_forest,奥林匹克森林公园,B0J6GRTMNC,球拍兄弟海德旗舰店,sports_supply,运动装备,购物服务;体育用品店;体育用品店,060900,奥运村街道林翠路9号京师园小区底商5-7,林萃,116.371238,40.017444,1788,1501-3000m,4.5,,10:30-19:00,周一至周日 10:30-19:00,18516840071,os_sports_supply,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0109,sample_olympic_forest,奥林匹克森林公园,B0JAFCD9OC,星巴克(北京北苑上品店),tea_drink,茶饮,体育休闲服务;娱乐场所;网吧|餐饮服务;咖啡厅;星巴克咖啡,080308|050501,上品(奥运村店)(北苑路北地铁站A2西北口步行160米),北苑,116.417119,40.031034,2536,1501-3000m,4.6,30.00,06:30-22:00,周一至周日 06:30-22:00,010-82184733,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0110,sample_olympic_forest,奥林匹克森林公园,B0JDJUE1FO,瑜塘2号,yoga_pilates,瑜伽,体育休闲服务;运动场馆;健身中心,080111,北京城区安立路60号院1号楼4层402,亚运村,116.409408,40.005361,2084,1501-3000m,4.7,147.00,07:00-21:00,周一至周日 07:00-21:00,010-84801602,os_yoga,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0111,sample_olympic_forest,奥林匹克森林公园,B0JDP5OAF4,库迪咖啡(森根国际园区店),tea_drink,茶饮,餐饮服务;咖啡厅;咖啡厅,050500,北京城区来广营西路5号森根国际园区2A(入口处),来广营,116.419763,40.023022,2403,1501-3000m,4.2,9.00,07:30-17:00,周一至周五 07:30-17:00,18511821367,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0112,sample_olympic_forest,奥林匹克森林公园,B0JDZC9KF6,Grid Coffee(北京亚洲金融大厦店),coffee;cold_drink,咖啡;冷饮,餐饮服务;咖啡厅;咖啡厅,050500,北京城区北京城区天辰东路1号院亚洲金融大厦B1-17,北辰,116.389547,40.008509,1149,1001-1500m,4.0,28.00,07:30-18:00,周一至周五 07:30-18:00,17813622505,os_coffee;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0113,sample_olympic_forest,奥林匹克森林公园,B0JG9R6TF9,优胜美丽高温瑜伽(华创生活广场店),yoga_pilates,瑜伽;普拉提,体育休闲服务;运动场馆;健身中心,080111,林萃路林萃西里16号楼华创生活广场3F层,林萃,116.371853,40.009995,1980,1501-3000m,4.3,114.00,08:30-21:30,周一至周日 08:30-21:30,13141074979,os_yoga;os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0114,sample_olympic_forest,奥林匹克森林公园,B0JGHZQZ3C,冯四孃跷脚牛肉·川菜(北京科荟路店),fast_food,小吃快餐,餐饮服务;中餐厅;四川菜(川菜),050102,林萃路林萃西里16号楼华创生活广场(林萃路店)1F层,林萃,116.372981,40.010047,1894,1501-3000m,4.5,44.00,10:30-21:00,周一至周日 10:30-21:00 2026-02-13至2026-02-24 全天关闭,13540921772,os_fast_food,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0115,sample_olympic_forest,奥林匹克森林公园,B0JGS7IHO2,FLUID PILATES普拉提工作室,yoga_pilates,普拉提,体育休闲服务;运动场馆;健身中心,080111,天城东路1号院1号楼101内1层C105C106号,北辰,116.389317,40.009211,1076,1001-1500m,4.6,3162.00,11:00-20:00,周一至周日 11:00-20:00,13651335774,os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0116,sample_olympic_forest,奥林匹克森林公园,B0JK3ZETEC,汉唐小馆·西安名小吃(北辰荟店),fast_food,小吃快餐,餐饮服务;中餐厅;中餐厅,050100,北辰西路6号院北辰荟F2层,北辰,116.387889,40.004071,1661,1501-3000m,4.5,49.00,10:00-21:30,周一至周日 10:00-21:30,15110146695,os_fast_food,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0117,sample_olympic_forest,奥林匹克森林公园,B0JKNDADW0,LINLEE·手打柠檬茶(朝阳林奥购物中心店),tea_drink,茶饮,餐饮服务;冷饮店;冷饮店,050700,北京城区北京城区清林路林奥CITYPARK购物中心负1层026号,北苑,116.408625,40.033175,2142,1501-3000m,4.1,18.00,10:00-22:00,周一至周日 10:00-22:00,18618267360,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0118,sample_olympic_forest,奥林匹克森林公园,B0JKTCCNNK,奈雪的茶(北辰荟店),tea_drink;cold_drink,茶饮;冷饮,餐饮服务;冷饮店;冷饮店,050700,辰西路6号院1号楼北辰荟1层,北辰,116.387775,40.002588,1825,1501-3000m,4.4,24.00,10:00-22:00,周一至周日 10:00-22:00,19868120065,os_tea;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0119,sample_olympic_forest,奥林匹克森林公园,B0JKXRT5I4,雪梨精酿Sydney Coast Brewing(林奥店),night_dining_bar,酒吧,购物服务;专卖店;专营店,061200,林奥citypark东侧G层室外下沉广场外部雪梨精酿近安立路辅路,北苑,116.409601,40.034535,2311,1501-3000m,4.4,109.00,17:00-02:00,周一至周日 17:00-02:00,13810016658;15010920347,os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0120,sample_olympic_forest,奥林匹克森林公园,B0JRGHWSJR,库迪咖啡(奥北科技园店),tea_drink,茶饮,餐饮服务;咖啡厅;咖啡厅,050500,北京城区北京城区宝盛南路1号院26号楼奥北科技园领智中心1层大堂,清河,116.377065,40.033279,2076,1501-3000m,4.3,9.00,08:00-19:00,周一至周五 08:00-19:00,13683232051,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0121,sample_olympic_forest,奥林匹克森林公园,B0JU9S6QJL,7-ELEVEn(林奥CITY PARK购物中心店),convenience_retail,便利店,购物服务;便民商店/便利店;7-ELEVEn便利店,060201,清林路4号院林奥嘉园11号楼底商,北苑,116.408641,40.033208,2146,1501-3000m,4.4,,24小时营业,周一至周日 00:00-24:00,15712947572,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0122,sample_olympic_forest,奥林匹克森林公园,B0JUAYLMRH,佳儿萌豆儿童辅食餐厅(林奥CITY PARK购物中心店),restaurant,餐厅,餐饮服务;中餐厅;中餐厅,050100,奥运村街道清林东路4号院林奥CITY PARK购物中心B1层,北苑,116.407925,40.033675,2146,1501-3000m,4.2,49.00,08:00-20:00,周一至周日 08:00-20:00,13260302796,os_restaurant,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0123,sample_olympic_forest,奥林匹克森林公园,B0JURM5DBL,元想空间META SPACE(亚洲金融大厦店),coffee;cold_drink,咖啡;冷饮,餐饮服务;咖啡厅;咖啡厅,050500,亚洲金融大厦B1层b1-28,北辰,116.389680,40.008384,1160,1001-1500m,3.7,26.00,09:00-02:00,周一至周日 09:00-02:00,15001387048,os_coffee;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0124,sample_olympic_forest,奥林匹克森林公园,B0K0F66VHI,醉面(林萃路店),fast_food,小吃快餐,餐饮服务;餐饮相关场所;餐饮相关,050000,林萃西里三期东区北门西170米,林萃,116.371282,40.013185,1880,1501-3000m,4.5,15.00,06:30-21:30,周一至周日 06:30-21:30,15027937362,os_fast_food,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0125,sample_olympic_forest,奥林匹克森林公园,B0K0J547RO,爷爷不泡茶不泡茶 NOYEYENOTEA(北投新奥购物中心店),tea_drink,茶饮,餐饮服务;冷饮店;冷饮店,050700,湖景东路9号北投新奥购物中心1F层,北辰,116.395972,39.999037,2205,1501-3000m,4.5,16.00,10:00-21:30,周一至周日 10:00-21:30,17303665424,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0126,sample_olympic_forest,奥林匹克森林公园,B0K1RRW2T9,欢喜Curry咖喱餐厅(北辰荟店),restaurant,餐厅,餐饮服务;中餐厅;中餐厅,050100,奥运村街道北辰西路6号院1号楼-4至3层101内3层L307号,北辰,116.387849,40.003699,1702,1501-3000m,4.2,79.00,10:00-22:00,周一至周日 10:00-22:00,18631449100,os_restaurant,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0127,sample_olympic_forest,奥林匹克森林公园,B0K30HVCMP,瑜美瑜伽普拉提,yoga_pilates,瑜伽;普拉提,体育休闲服务;运动场馆;健身中心,080111,天畅园5号楼2层5-202号,北苑,116.416398,40.034553,2722,1501-3000m,4.6,323.00,10:00-21:00,周一至周日 10:00-21:00,15611665381,os_yoga;os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0128,sample_olympic_forest,奥林匹克森林公园,B0K31CR2QQ,CHAGEE霸王茶姬(北京北辰荟购物中心店),cold_drink,冷饮,餐饮服务;冷饮店;冷饮店,050700,奥运村街道北辰西路6号院1号楼北辰荟购物中心L122号,北辰,116.387625,40.003075,1774,1501-3000m,4.4,20.00,09:00-22:00,周一至周日 09:00-22:00,4008788359,os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0129,sample_olympic_forest,奥林匹克森林公园,B0K3998BIL,漫咖啡MAAN COFFEE(奥林匹克森林公园国家网球中心店),coffee;cold_drink,咖啡;冷饮,餐饮服务;咖啡厅;咖啡厅,050500,林萃路2号国家网球中心综合服务楼2楼西南角,,116.377468,40.019797,1259,1001-1500m,4.5,56.00,09:00-22:00,周一至周日 09:00-22:00,15010709812,os_coffee;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0130,sample_olympic_forest,奥林匹克森林公园,B0K3BSDWLT,CCM冰球护具店(奥林匹克森林公园北园店),sports_supply,运动装备,购物服务;购物相关场所;购物相关场所,060000,清林路奥林匹克森林公园北园北门ccm冰球护具店,北苑,116.408494,40.032137,2048,1501-3000m,3.8,,14:00-20:00,周一至周五 14:00-20:00；周六至周日 10:00-20:00,19261030886,os_sports_supply,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0131,sample_olympic_forest,奥林匹克森林公园,B0K3RY1ZFJ,U+YOGA优伽瑜伽·普拉提(钻石球场店),yoga_pilates,瑜伽;普拉提,体育休闲服务;运动场馆;健身中心,080111,速滑馆北路与林萃路交叉口东北180米,,116.376525,40.019725,1338,1001-1500m,2.5,235.00,09:00-22:00,周一至周日 09:00-22:00,,os_yoga;os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0132,sample_olympic_forest,奥林匹克森林公园,B0K3UHRIHN,OVERTONE(北投新奥购物中心店)(暂停营业),night_dining_bar,酒吧,体育休闲服务;娱乐场所;酒吧,080304,湖景西路6号月色码头啤酒花园北侧第一家,北辰,116.394070,40.001933,1866,1501-3000m,4.4,119.00,16:30-01:30,周二至周日 16:30-01:30,13488837154,os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0133,sample_olympic_forest,奥林匹克森林公园,B0K6BCGK4I,Grid Coffee(北京北辰荟店),coffee;cold_drink,咖啡;冷饮,餐饮服务;咖啡厅;咖啡厅,050500,北京城区北辰西路北辰荟购物中心1层L115号店铺,北辰,116.388040,40.002410,1840,1501-3000m,4.6,30.00,08:00-21:30,周一至周日 08:00-21:30,17601682867,os_coffee;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0134,sample_olympic_forest,奥林匹克森林公园,B0K6BKC0KO,LINLEE·手打柠檬茶(朝阳北辰荟店),tea_drink;cold_drink,茶饮;冷饮,餐饮服务;冷饮店;冷饮店,050700,北辰西路6号院北辰荟三楼,北辰,116.387795,40.003273,1750,1501-3000m,4.3,18.00,10:00-21:30,周一至周日 10:00-21:30,18301637330,os_tea;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0135,sample_olympic_forest,奥林匹克森林公园,B0K6GHZRTH,遇见小面(北辰荟店),fast_food,小吃快餐,餐饮服务;中餐厅;中餐厅,050100,北辰西路北辰荟负一层B102,北辰,116.387675,40.003173,1763,1501-3000m,4.4,29.00,10:00-21:30,周一至周日 10:00-21:30,4007628000,os_fast_food,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0136,sample_olympic_forest,奥林匹克森林公园,B0K6LUKTYI,甲乙饼·手工牛肉饼(北辰荟店),fast_food,小吃快餐,餐饮服务;餐饮相关场所;餐饮相关,050000,北辰西路6号院北辰荟B1层,北辰,116.387529,40.002796,1806,1501-3000m,4.1,34.00,09:30-21:00,周一至周日 09:30-21:00,13265831343,os_fast_food,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0137,sample_olympic_forest,奥林匹克森林公园,B0K6LUM4OJ,肯德基(国家速滑馆店),fast_food,小吃快餐,餐饮服务;快餐厅;肯德基,050301,北京城区速滑馆南路甲1号院1号楼-2至3101内1层F1-15,,116.377485,40.016915,1265,1001-1500m,2.3,,09:00-22:00,周一至周日 09:00-22:00,15010211287,os_fast_food,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0138,sample_olympic_forest,奥林匹克森林公园,B0K6PUUAPP,YONEX网羽特装店(飞亚体育),sports_supply,运动装备,购物服务;体育用品店;体育用品店,060900,林萃路2号国家网球中心,,116.378590,40.019777,1163,1001-1500m,4.4,,10:00-20:00,周一至周日 10:00-20:00,,os_sports_supply,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0139,sample_olympic_forest,奥林匹克森林公园,B0KA7LZ4N6,luckin coffee 瑞幸咖啡(国泰大厦店),coffee,咖啡,餐饮服务;咖啡厅;咖啡厅,050500,东升镇宝盛南路1号院20号楼一层101室,清河,116.377313,40.032611,2005,1501-3000m,4.0,13.00,,明周日08:00-18:00,4000100100,os_coffee,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0140,sample_olympic_forest,奥林匹克森林公园,B0KAHZV71K,LONG JING茶舍酒廊(鸟巢店),night_dining_bar,酒吧,生活服务;生活服务场所;生活服务场所,070000,北京城区北辰西路6号院1号楼-4至3层101内1层L142B号,北辰,116.387697,40.004581,1610,1501-3000m,4.6,90.00,11:30-02:00,周一至周日 11:30-02:00,18618145480,os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0141,sample_olympic_forest,奥林匹克森林公园,B0KAJZ306N,优布劳精酿酒馆(金泉店),night_dining_bar,酒吧,购物服务;购物相关场所;购物相关场所,060000,大屯里118号E座101号门面,亚运村,116.413582,40.006751,2255,1501-3000m,4.1,,11:00-24:00,周一至周日 11:00-24:00,13146313867,os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0142,sample_olympic_forest,奥林匹克森林公园,B0KB6M9H4B,味千拉面(北辰荟店),fast_food,小吃快餐,餐饮服务;餐饮相关场所;餐饮相关,050000,北京城区北辰西路6号院1号楼4至3层101地下1层B105号,北辰,116.387721,40.003101,1770,1501-3000m,4.4,55.00,10:00-20:30,周一至周日 10:00-20:30,18930128540,os_fast_food,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0143,sample_olympic_forest,奥林匹克森林公园,B0KBKUDSZY,new balance(北辰荟店),sports_supply,运动装备,购物服务;体育用品店;体育用品店,060900,北辰西路6号院北辰荟F1层,北辰,116.387515,40.003962,1680,1501-3000m,3.9,,08:00-22:00,周一至周日 08:00-22:00,,os_sports_supply,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0144,sample_olympic_forest,奥林匹克森林公园,B0KBNSI98Z,以沫咖啡,coffee;cold_drink,咖啡;冷饮,餐饮服务;咖啡厅;咖啡厅,050500,奥体森林公园南门西侧以沫咖啡,鸟巢,116.391469,40.011902,751,501-1000m,4.1,29.00,,,,os_coffee;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0145,sample_olympic_forest,奥林匹克森林公园,B0KBO4ESFT,农垦云选超市(安立写字楼A座店),convenience_retail,便利店,购物服务;便民商店/便利店;便民商店/便利店,060200,安立路66号安立写字楼A座,亚运村,116.408363,40.003935,2141,1501-3000m,3.4,,,,,os_convenience,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0146,sample_olympic_forest,奥林匹克森林公园,B0KBR7RY7V,瑞幸咖啡(北辰荟店),coffee;cold_drink,咖啡;冷饮,餐饮服务;咖啡厅;咖啡厅,050500,北辰西路6号院北辰荟F3层,北辰,116.387782,40.003653,1709,1501-3000m,4.5,12.00,10:00-21:30,周一至周日 10:00-21:30,,os_coffee;os_cold_drink,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0147,sample_olympic_forest,奥林匹克森林公园,B0KDC1SZJ0,鹅岛餐厅Goose lsland Taproom(北辰店),restaurant;night_dining_bar,餐厅;酒吧,体育休闲服务;娱乐场所;酒吧,080304,北京城区北辰西路6号院1号楼-4至3层101内1层L142A号,北辰,116.387388,40.004480,1627,1501-3000m,4.5,170.00,,"周五至周六 11:00-01:00；周一至周四,周日 11:00-24:00 2026-02-15至2026-02-19 周一至周日 全天关闭；2026-02-20至2026-02-21 周一至周日 11:00-24:00",18500554655,os_restaurant;os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0148,sample_olympic_forest,奥林匹克森林公园,B0KDRDQK8Q,橙堡地中海餐厅,restaurant,餐厅,餐饮服务;中餐厅;中餐厅,050100,北辰西路北辰荟B座3层,北辰,116.387700,40.003451,1732,1501-3000m,4.5,150.00,10:30-22:00,周一至周日 10:30-22:00,010-61222518;15801038439,os_restaurant,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0149,sample_olympic_forest,奥林匹克森林公园,B0KG0UL40R,圣维岚运动装备(北辰荟店),sports_supply,运动装备,购物服务;体育用品店;体育用品店,060900,北辰荟1层L138A-L139,北辰,116.387580,40.004063,1668,1501-3000m,3.8,,10:00-22:00,周一至周日 10:00-22:00,010-65086568,os_sports_supply,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0150,sample_olympic_forest,奥林匹克森林公园,B0KGPC5DVF,LINLEE·手打柠檬茶(朝阳新奥天虹店),tea_drink,茶饮,餐饮服务;冷饮店;冷饮店,050700,湖景东路9号北投新奥购物中心1F层,北辰,116.394312,40.000403,2037,1501-3000m,4.4,18.00,09:00-21:30,周一至周日 09:00-21:30,18611636352,os_tea,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0151,sample_olympic_forest,奥林匹克森林公园,B0KK257QK0,中船文创,cultural_creative,文创,公司企业;公司;公司,170200,G6辅路与北沙滩路交叉口西北300米,林萃,116.365907,40.007830,2540,1501-3000m,,,,,,os_cultural_creative,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0152,sample_olympic_forest,奥林匹克森林公园,B0KK4Z55NV,一承酒馆(亚运村店),night_dining_bar,酒吧,体育休闲服务;娱乐场所;酒吧|餐饮服务;中餐厅;中餐厅,080304|050100,慧忠里417号楼二层417-5,亚运村,116.404444,39.995001,2831,1501-3000m,3.9,136.00,18:00-02:00,周一至周日 18:00-02:00,13260262018,os_bar,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
AMAP-POI-0153,sample_olympic_forest,奥林匹克森林公园,B0KR1CKJCQ,见朴普拉提轻疗愈馆(亚运村店),yoga_pilates,瑜伽;普拉提,体育休闲服务;运动场馆;运动场所,080100,慧忠里103楼三层3033室,亚运村,116.407252,40.002029,2252,1501-3000m,4.6,308.00,09:00-21:00,周一至周日 09:00-21:00,13121526119,os_yoga;os_pilates,not_in_pdf_seed,,,needs_boundary_filter,api_returned_needs_boundary_filter,medium,按公园和高德 POI ID 去重；仍需公园边界/入口节点过滤和现场营业核验。
