check_id,group,severity,status,finding,evidence
IMPL-537,p2,error,pass,"70_outputs/processed_tables/p2_dwg_conversion_worklist_deepseek.csv rows=8, expected=8",70_outputs/processed_tables/p2_dwg_conversion_worklist_deepseek.csv
IMPL-538,p2,error,pass,"70_outputs/processed_tables/p2_geometry_proxy_limitations_deepseek.csv rows=8, expected=8",70_outputs/processed_tables/p2_geometry_proxy_limitations_deepseek.csv
IMPL-539,p2,error,pass,"40_quality_evidence/deepseek_p2_geometry_proxy_audit_review.csv rows=23, expected=23",40_quality_evidence/deepseek_p2_geometry_proxy_audit_review.csv
IMPL-540,p3,error,pass,"70_outputs/processed_tables/p3_p4_route_decision_deepseek.csv rows=3, expected=3",70_outputs/processed_tables/p3_p4_route_decision_deepseek.csv
IMPL-541,p3,error,pass,"70_outputs/processed_tables/p3_dwg_conversion_work_order_deepseek.csv rows=8, expected=8",70_outputs/processed_tables/p3_dwg_conversion_work_order_deepseek.csv
IMPL-542,p3,error,pass,"70_outputs/processed_tables/p3_calibration_data_requirements_deepseek.csv rows=16, expected=16",70_outputs/processed_tables/p3_calibration_data_requirements_deepseek.csv
IMPL-543,p3,error,pass,"70_outputs/processed_tables/p3_p2_to_calibration_field_mapping_deepseek.csv rows=16, expected=16",70_outputs/processed_tables/p3_p2_to_calibration_field_mapping_deepseek.csv
IMPL-544,p3,error,pass,"70_outputs/processed_tables/p4_parallel_skeleton_backlog_deepseek.csv rows=12, expected=12",70_outputs/processed_tables/p4_parallel_skeleton_backlog_deepseek.csv
IMPL-545,p3,error,pass,"40_quality_evidence/deepseek_p3_prework_package_review.csv rows=39, expected=39",40_quality_evidence/deepseek_p3_prework_package_review.csv
IMPL-546,p3,error,pass,"70_outputs/processed_tables/p3_calibration_evidence_request_worklist_deepseek.csv rows=24, expected=24",70_outputs/processed_tables/p3_calibration_evidence_request_worklist_deepseek.csv
IMPL-547,p3,error,pass,"70_outputs/processed_tables/p3_calibration_acceptance_criteria_deepseek.csv rows=18, expected=18",70_outputs/processed_tables/p3_calibration_acceptance_criteria_deepseek.csv
IMPL-548,p3,error,pass,"70_outputs/processed_tables/p3_scenario_assumption_limits_deepseek.csv rows=12, expected=12",70_outputs/processed_tables/p3_scenario_assumption_limits_deepseek.csv
IMPL-549,p3,error,pass,"70_outputs/processed_tables/p3_calibration_blocker_register_deepseek.csv rows=12, expected=12",70_outputs/processed_tables/p3_calibration_blocker_register_deepseek.csv
IMPL-550,p3,error,pass,"70_outputs/processed_tables/p3_calibration_gate_status.csv rows=6, expected=6",70_outputs/processed_tables/p3_calibration_gate_status.csv
IMPL-551,p3,error,pass,"40_quality_evidence/deepseek_p3_calibration_execution_package_review.csv rows=32, expected=32",40_quality_evidence/deepseek_p3_calibration_execution_package_review.csv
IMPL-552,p4,error,pass,"70_outputs/processed_tables/p4_feedback_node_priority_draft_deepseek.csv rows=6, expected=6",70_outputs/processed_tables/p4_feedback_node_priority_draft_deepseek.csv
IMPL-553,p4,error,pass,"70_outputs/processed_tables/p4_feedback_scenario_matrix_draft_deepseek.csv rows=12, expected=12",70_outputs/processed_tables/p4_feedback_scenario_matrix_draft_deepseek.csv
IMPL-554,p4,error,pass,"70_outputs/processed_tables/p4_feedback_data_request_to_partner_deepseek.csv rows=12, expected=12",70_outputs/processed_tables/p4_feedback_data_request_to_partner_deepseek.csv
IMPL-555,p4,error,pass,"40_quality_evidence/deepseek_p4_feedback_draft_review.csv rows=17, expected=17",40_quality_evidence/deepseek_p4_feedback_draft_review.csv
IMPL-556,p4,error,pass,"70_outputs/processed_tables/p4_node_explanation_from_legacy_20260604.csv rows=6, expected=6",70_outputs/processed_tables/p4_node_explanation_from_legacy_20260604.csv
IMPL-557,rebaseline,error,pass,"40_quality_evidence/rebaseline_artifact_trust_audit_20260604.csv rows=87, minimum=80",40_quality_evidence/rebaseline_artifact_trust_audit_20260604.csv
IMPL-558,rebaseline,error,pass,"40_quality_evidence/deepseek_legacy_envelope_adapter_20260604.csv rows=35, minimum=35",40_quality_evidence/deepseek_legacy_envelope_adapter_20260604.csv
IMPL-559,github,error,pass,"10_research/github_tech_shrimp/tech_shrimp_repos_gh_api_20260523.csv rows=25, expected=25",10_research/github_tech_shrimp/tech_shrimp_repos_gh_api_20260523.csv
IMPL-560,github,error,pass,"10_research/github_tech_shrimp/fork_results_20260523.csv rows=25, expected=25",10_research/github_tech_shrimp/fork_results_20260523.csv
IMPL-561,rebaseline,error,pass,"rebaseline audit trust levels include D=['A_底座可信', 'B_产品壳可用', 'B_需改口径', 'C_历史草稿', 'C_测试痕迹', 'C_草稿候选', 'D_必须降级', 'E_需新增']",40_quality_evidence/rebaseline_artifact_trust_audit_20260604.csv
IMPL-562,rebaseline,error,pass,"rebaseline audit trust levels include E=['A_底座可信', 'B_产品壳可用', 'B_需改口径', 'C_历史草稿', 'C_测试痕迹', 'C_草稿候选', 'D_必须降级', 'E_需新增']",40_quality_evidence/rebaseline_artifact_trust_audit_20260604.csv
IMPL-563,rebaseline,error,pass,"legacy envelope files=35, minimum=35",60_model/llm_runs/contract_envelopes
IMPL-564,data,error,pass,evidence checked rows=245,40_quality_evidence/evidence_ledger.csv
IMPL-565,data,warning,pass,presentation_assumption rows=15,40_quality_evidence/evidence_ledger.csv
IMPL-566,data,error,pass,source_report_pdf rows=245,40_quality_evidence/evidence_ledger.csv
IMPL-567,data,error,pass,second batch evidence rows=208,40_quality_evidence/evidence_ledger.csv
IMPL-568,data,error,pass,"second evidence review counts={'added': 208, 'skipped_existing_first_batch': 8}",40_quality_evidence/second_evidence_ledger_review.csv
IMPL-569,p2,error,pass,"P2 source type counts={'pdf': 1, 'dwg': 2, 'docx': 1}",40_quality_evidence/p2_real_site_source_catalog.csv
IMPL-570,p2,error,pass,P2 extracted_local sources=2,40_quality_evidence/p2_real_site_source_catalog.csv
IMPL-571,p2,info,pass,P2 historical source catalog pending_conversion rows=2; current CAD conversion is verified by cad_dxf_analysis_20260605,40_quality_evidence/p2_real_site_source_catalog.csv
IMPL-572,p2,error,pass,"P2 DWG headers=['AC1018', 'AC1018']",40_quality_evidence/p2_real_site_source_catalog.csv
IMPL-573,p2,info,pass,P2 source catalog keeps original extraction status; current usable DXF anchors are checked in the Osen integrated report gate,40_quality_evidence/p2_real_site_source_catalog.csv
IMPL-574,p2,error,pass,P2 north CAD PDF text_length=1765,30_extraction/p2_real_site/osen_north_cad_pdf_pages.csv
IMPL-575,p2,error,pass,P2 north CAD PDF vector_drawing_count=249061,30_extraction/p2_real_site/osen_north_cad_pdf_pages.csv
IMPL-576,p2,error,pass,P2 worklist pending_conversion rows=2,70_outputs/processed_tables/p2_real_site_input_worklist.csv
IMPL-577,p2,error,pass,"P2 worklist categories=['business_format', 'dwg_conversion', 'input_gap_check', 'north_cad_proxy', 'project_drift_check', 'project_scope']",70_outputs/processed_tables/p2_real_site_input_worklist.csv
IMPL-578,p2,error,pass,"P2 requirements statuses=['available', 'available_as_assumption_source', 'available_as_planning_text', 'not_provided_by_real_site_cad_plan_package', 'partial_pdf_proxy_pending_dwg_conversion', 'pending_conversion']",70_outputs/processed_tables/p2_simulation_input_requirements.csv
IMPL-579,p2,error,pass,"P2 requirement domains=['business_formats', 'geometry', 'project_scope', 'quality_gate', 'simulation_parameters', 'spatial_nodes']",70_outputs/processed_tables/p2_simulation_input_requirements.csv
IMPL-580,p2,error,pass,P2 simulation parameter gaps are explicit,70_outputs/processed_tables/p2_simulation_input_requirements.csv
IMPL-581,p2,error,pass,P2 DOCX semantic output statuses={'needs_review': 21},70_outputs/processed_tables/p2_docx_project_semantic_draft_deepseek.csv
IMPL-582,p2,error,pass,P2 DOCX semantic executors={'deepseek': 21},70_outputs/processed_tables/p2_docx_project_semantic_draft_deepseek.csv
IMPL-583,p2,error,pass,P2 DOCX semantic task ids={'LLM-017': 21},70_outputs/processed_tables/p2_docx_project_semantic_draft_deepseek.csv
IMPL-584,p2,error,pass,"P2 DOCX semantic types=['benchmark_case', 'business_format', 'cooperation_mode', 'project_scope', 'renovation_suggestion', 'risk_or_constraint', 'scene_assumption', 'spatial_node']",70_outputs/processed_tables/p2_docx_project_semantic_draft_deepseek.csv
IMPL-585,p2,error,pass,P2 DOCX key project themes covered,70_outputs/processed_tables/p2_docx_project_semantic_draft_deepseek.csv
IMPL-586,p2,error,pass,P2 PDF label output statuses={'needs_review': 22},70_outputs/processed_tables/p2_pdf_spatial_label_draft_deepseek.csv
IMPL-587,p2,error,pass,P2 PDF label executors={'deepseek': 22},70_outputs/processed_tables/p2_pdf_spatial_label_draft_deepseek.csv
IMPL-588,p2,error,pass,P2 PDF label task ids={'LLM-017': 22},70_outputs/processed_tables/p2_pdf_spatial_label_draft_deepseek.csv
IMPL-589,p2,error,pass,P2 PDF label geometry statuses={'pdf_text_label_only_pending_dwg_conversion': 22},70_outputs/processed_tables/p2_pdf_spatial_label_draft_deepseek.csv
IMPL-590,p2,error,pass,P2 PDF key spatial labels covered,70_outputs/processed_tables/p2_pdf_spatial_label_draft_deepseek.csv
IMPL-591,p2,error,pass,P2 semantic review statuses={'pass': 12},40_quality_evidence/deepseek_p2_real_site_semantic_review.csv
IMPL-592,p2,error,pass,P2 node candidate output statuses={'needs_review': 6},70_outputs/processed_tables/p2_project_node_candidates.csv
IMPL-593,p2,error,pass,P2 node candidate executors={'deepseek': 6},70_outputs/processed_tables/p2_project_node_candidates.csv
IMPL-594,p2,error,pass,P2 node candidate task ids={'LLM-018': 6},70_outputs/processed_tables/p2_project_node_candidates.csv
IMPL-595,p2,error,pass,P2 key node projects covered,70_outputs/processed_tables/p2_project_node_candidates.csv
IMPL-596,p2,error,pass,P2 assumption output statuses={'needs_review': 12},70_outputs/processed_tables/p2_business_scene_assumption_pool.csv
IMPL-597,p2,error,pass,P2 assumption executors={'deepseek': 12},70_outputs/processed_tables/p2_business_scene_assumption_pool.csv
IMPL-598,p2,error,pass,P2 assumption task ids={'LLM-018': 12},70_outputs/processed_tables/p2_business_scene_assumption_pool.csv
IMPL-599,p2,info,pass,"P2 assumption domains=['customer_flow_and_event_booking', 'footfall_from_above_ground', 'lease_income', 'outdoor_event_attendance', 'outlet_sales_forecast', 'pricing_strategy', 'retail_sales_per_sqm', 'revenue_per_capita', 'revenue_sharing_model', 'space_planning_and_service_throughput', 'time_based_customer_flow', 'wellness_service_demand']",70_outputs/processed_tables/p2_business_scene_assumption_pool.csv
IMPL-600,p2,error,pass,P2 spatial candidate output statuses={'needs_review': 22},70_outputs/processed_tables/p2_spatial_label_candidates.csv
IMPL-601,p2,error,pass,P2 spatial candidate executors={'deepseek': 22},70_outputs/processed_tables/p2_spatial_label_candidates.csv
IMPL-602,p2,error,pass,P2 spatial candidate task ids={'LLM-018': 22},70_outputs/processed_tables/p2_spatial_label_candidates.csv
IMPL-603,p2,error,pass,P2 spatial candidate geometry statuses={'pdf_text_label_only_pending_dwg_conversion': 22},70_outputs/processed_tables/p2_spatial_label_candidates.csv
IMPL-604,p2,error,pass,P2 gap register output statuses={'needs_review': 10},70_outputs/processed_tables/p2_input_gap_register.csv
IMPL-605,p2,error,pass,P2 gap register executors={'deepseek': 10},70_outputs/processed_tables/p2_input_gap_register.csv
IMPL-606,p2,error,pass,P2 gap register task ids={'LLM-018': 10},70_outputs/processed_tables/p2_input_gap_register.csv
IMPL-607,p2,error,pass,"P2 gap register domains=['competition_supply', 'conversion_rate', 'demand_fit', 'geometry', 'model_gate', 'operation_authorization', 'regulatory', 'revenue_cost', 'spatial_nodes', 'visitor_flow']",70_outputs/processed_tables/p2_input_gap_register.csv
IMPL-608,p2,error,pass,P2 schema candidate review statuses={'pass': 20},40_quality_evidence/deepseek_p2_input_schema_candidates_review.csv
IMPL-609,p2,error,pass,"P2 completion audit types={'prototype_ready_items': 8, 'blocking_gaps_for_real_calibration': 8, 'recommended_p2_outputs': 6, 'handoff_risks': 5}",40_quality_evidence/deepseek_p2_completion_readiness_audit_checks.csv
IMPL-610,p2,error,pass,"P2 completion blocking gaps={'prototype_ready_items': 8, 'blocking_gaps_for_real_calibration': 8, 'recommended_p2_outputs': 6, 'handoff_risks': 5}",40_quality_evidence/deepseek_p2_completion_readiness_audit_checks.csv
IMPL-611,p2,error,pass,P2 completion audit review statuses={'pass': 21},40_quality_evidence/deepseek_p2_completion_readiness_audit_review.csv
IMPL-612,p2,error,pass,P2 personas output statuses={'needs_review': 6},70_outputs/processed_tables/p2_persona_parameter_prototype.csv
IMPL-613,p2,error,pass,P2 triggers output statuses={'needs_review': 12},70_outputs/processed_tables/p2_demand_trigger_matrix.csv
IMPL-614,p2,error,pass,P2 formula output statuses={'needs_review': 8},70_outputs/processed_tables/p2_supply_gap_scoring_formula.csv
IMPL-615,p2,error,pass,P2 method scores output statuses={'needs_review': 6},70_outputs/processed_tables/p2_candidate_method_readiness_scores.csv
IMPL-616,p2,error,pass,P2 api contract output statuses={'needs_review': 8},70_outputs/processed_tables/p2_postman_api_contract_draft.csv
IMPL-617,p2,error,pass,P2 method score boundaries={'ranking_method_draft_not_final_site_selection': 6},70_outputs/processed_tables/p2_candidate_method_readiness_scores.csv
IMPL-618,p2,error,pass,P2 method scores preserve blocking gaps,70_outputs/processed_tables/p2_candidate_method_readiness_scores.csv
IMPL-619,p2,error,pass,P2 method prototype review statuses={'pass': 25},40_quality_evidence/p2_method_prototype_review.csv
IMPL-620,p2,error,pass,P2 completion reality audit statuses={'pass': 41},40_quality_evidence/p2_completion_reality_audit.csv
IMPL-621,p2,error,pass,"P2 source coverage source rows={'source_file': 4, 'project_node': 6, 'business_scene_assumption': 12, 'spatial_label': 22, 'input_gap': 10, 'deepseek_boundary': 6}",40_quality_evidence/deepseek_p2_source_coverage_audit_matrix.csv
IMPL-622,p2,error,pass,"P2 source coverage node rows={'source_file': 4, 'project_node': 6, 'business_scene_assumption': 12, 'spatial_label': 22, 'input_gap': 10, 'deepseek_boundary': 6}",40_quality_evidence/deepseek_p2_source_coverage_audit_matrix.csv
IMPL-623,p2,error,pass,"P2 source coverage assumption rows={'source_file': 4, 'project_node': 6, 'business_scene_assumption': 12, 'spatial_label': 22, 'input_gap': 10, 'deepseek_boundary': 6}",40_quality_evidence/deepseek_p2_source_coverage_audit_matrix.csv
IMPL-624,p2,error,pass,"P2 source coverage spatial rows={'source_file': 4, 'project_node': 6, 'business_scene_assumption': 12, 'spatial_label': 22, 'input_gap': 10, 'deepseek_boundary': 6}",40_quality_evidence/deepseek_p2_source_coverage_audit_matrix.csv
IMPL-625,p2,error,pass,"P2 source coverage gap rows={'source_file': 4, 'project_node': 6, 'business_scene_assumption': 12, 'spatial_label': 22, 'input_gap': 10, 'deepseek_boundary': 6}",40_quality_evidence/deepseek_p2_source_coverage_audit_matrix.csv
IMPL-626,p2,error,pass,"P2 source coverage boundary rows={'source_file': 4, 'project_node': 6, 'business_scene_assumption': 12, 'spatial_label': 22, 'input_gap': 10, 'deepseek_boundary': 6}",40_quality_evidence/deepseek_p2_source_coverage_audit_matrix.csv
IMPL-627,p2,error,pass,P2 source coverage review statuses={'pass': 33},40_quality_evidence/deepseek_p2_source_coverage_audit_review.csv
IMPL-628,p2,error,pass,P2 PDF proxy zones statuses={'needs_review': 10},70_outputs/processed_tables/p2_pdf_proxy_zone_candidates_deepseek.csv
IMPL-629,p2,error,pass,P2 PDF proxy zones executors={'deepseek': 10},70_outputs/processed_tables/p2_pdf_proxy_zone_candidates_deepseek.csv
IMPL-630,p2,error,pass,P2 PDF proxy zones task ids={'LLM-021': 10},70_outputs/processed_tables/p2_pdf_proxy_zone_candidates_deepseek.csv
IMPL-631,p2,error,pass,P2 DWG conversion statuses={'needs_review': 8},70_outputs/processed_tables/p2_dwg_conversion_worklist_deepseek.csv
IMPL-632,p2,error,pass,P2 DWG conversion executors={'deepseek': 8},70_outputs/processed_tables/p2_dwg_conversion_worklist_deepseek.csv
IMPL-633,p2,error,pass,P2 DWG conversion task ids={'LLM-021': 8},70_outputs/processed_tables/p2_dwg_conversion_worklist_deepseek.csv
IMPL-634,p2,error,pass,P2 geometry limits statuses={'needs_review': 8},70_outputs/processed_tables/p2_geometry_proxy_limitations_deepseek.csv
IMPL-635,p2,error,pass,P2 geometry limits executors={'deepseek': 8},70_outputs/processed_tables/p2_geometry_proxy_limitations_deepseek.csv
IMPL-636,p2,error,pass,P2 geometry limits task ids={'LLM-021': 8},70_outputs/processed_tables/p2_geometry_proxy_limitations_deepseek.csv
IMPL-637,p2,error,pass,P2 DWG conversion worklist remains pending_conversion,70_outputs/processed_tables/p2_dwg_conversion_worklist_deepseek.csv
IMPL-638,p2,error,pass,P2 PDF proxy zones remain label-only,70_outputs/processed_tables/p2_pdf_proxy_zone_candidates_deepseek.csv
IMPL-639,p3,error,pass,P3/P4 route statuses={'needs_review': 3},70_outputs/processed_tables/p3_p4_route_decision_deepseek.csv
IMPL-640,p3,error,pass,P3/P4 route executors={'deepseek': 3},70_outputs/processed_tables/p3_p4_route_decision_deepseek.csv
IMPL-641,p3,error,pass,P3/P4 route task ids={'LLM-022': 3},70_outputs/processed_tables/p3_p4_route_decision_deepseek.csv
IMPL-642,p3,error,pass,P3 DWG work order statuses={'needs_review': 8},70_outputs/processed_tables/p3_dwg_conversion_work_order_deepseek.csv
IMPL-643,p3,error,pass,P3 DWG work order executors={'deepseek': 8},70_outputs/processed_tables/p3_dwg_conversion_work_order_deepseek.csv
IMPL-644,p3,error,pass,P3 DWG work order task ids={'LLM-022': 8},70_outputs/processed_tables/p3_dwg_conversion_work_order_deepseek.csv
IMPL-645,p3,error,pass,P3 calibration requirements statuses={'needs_review': 16},70_outputs/processed_tables/p3_calibration_data_requirements_deepseek.csv
IMPL-646,p3,error,pass,P3 calibration requirements executors={'deepseek': 16},70_outputs/processed_tables/p3_calibration_data_requirements_deepseek.csv
IMPL-647,p3,error,pass,P3 calibration requirements task ids={'LLM-022': 16},70_outputs/processed_tables/p3_calibration_data_requirements_deepseek.csv
IMPL-648,p3,error,pass,P3 P2 mapping statuses={'needs_review': 16},70_outputs/processed_tables/p3_p2_to_calibration_field_mapping_deepseek.csv
IMPL-649,p3,error,pass,P3 P2 mapping executors={'deepseek': 16},70_outputs/processed_tables/p3_p2_to_calibration_field_mapping_deepseek.csv
IMPL-650,p3,error,pass,P3 P2 mapping task ids={'LLM-022': 16},70_outputs/processed_tables/p3_p2_to_calibration_field_mapping_deepseek.csv
IMPL-651,p3,error,pass,P4 skeleton backlog statuses={'needs_review': 12},70_outputs/processed_tables/p4_parallel_skeleton_backlog_deepseek.csv
IMPL-652,p3,error,pass,P4 skeleton backlog executors={'deepseek': 12},70_outputs/processed_tables/p4_parallel_skeleton_backlog_deepseek.csv
IMPL-653,p3,error,pass,P4 skeleton backlog task ids={'LLM-022': 12},70_outputs/processed_tables/p4_parallel_skeleton_backlog_deepseek.csv
IMPL-654,p3,error,pass,P3/P4 route allows only P4 skeleton parallel preparation,70_outputs/processed_tables/p3_p4_route_decision_deepseek.csv
IMPL-655,p3,error,pass,P3/P4 route forbids P4 conclusions before P3 closure,70_outputs/processed_tables/p3_p4_route_decision_deepseek.csv
IMPL-656,p3,error,pass,P3 DWG work order remains pending_conversion,70_outputs/processed_tables/p3_dwg_conversion_work_order_deepseek.csv
IMPL-657,p3,error,pass,P3 calibration core domains missing=[],70_outputs/processed_tables/p3_calibration_data_requirements_deepseek.csv
IMPL-658,p3,error,pass,P3 calibration required-before-P4 counts={'yes': 16},70_outputs/processed_tables/p3_calibration_data_requirements_deepseek.csv
IMPL-659,p3,error,pass,P4 skeleton rows are parallel preparation only,70_outputs/processed_tables/p4_parallel_skeleton_backlog_deepseek.csv
IMPL-660,p3,error,pass,P4 skeleton rows preserve must-not boundary,70_outputs/processed_tables/p4_parallel_skeleton_backlog_deepseek.csv
IMPL-661,p3,error,pass,P4 skeleton backlog forbids premature conclusions,70_outputs/processed_tables/p4_parallel_skeleton_backlog_deepseek.csv
IMPL-662,p3,error,pass,P3 prework review statuses={'pass': 39},40_quality_evidence/deepseek_p3_prework_package_review.csv
IMPL-663,p3,error,pass,P3 calibration evidence requests statuses={'needs_review': 24},70_outputs/processed_tables/p3_calibration_evidence_request_worklist_deepseek.csv
IMPL-664,p3,error,pass,P3 calibration evidence requests executors={'deepseek': 24},70_outputs/processed_tables/p3_calibration_evidence_request_worklist_deepseek.csv
IMPL-665,p3,error,pass,P3 calibration evidence requests task ids={'LLM-023': 24},70_outputs/processed_tables/p3_calibration_evidence_request_worklist_deepseek.csv
IMPL-666,p3,error,pass,P3 calibration acceptance criteria statuses={'needs_review': 18},70_outputs/processed_tables/p3_calibration_acceptance_criteria_deepseek.csv
IMPL-667,p3,error,pass,P3 calibration acceptance criteria executors={'deepseek': 18},70_outputs/processed_tables/p3_calibration_acceptance_criteria_deepseek.csv
IMPL-668,p3,error,pass,P3 calibration acceptance criteria task ids={'LLM-023': 18},70_outputs/processed_tables/p3_calibration_acceptance_criteria_deepseek.csv
IMPL-669,p3,error,pass,P3 scenario assumption limits statuses={'needs_review': 12},70_outputs/processed_tables/p3_scenario_assumption_limits_deepseek.csv
IMPL-670,p3,error,pass,P3 scenario assumption limits executors={'deepseek': 12},70_outputs/processed_tables/p3_scenario_assumption_limits_deepseek.csv
IMPL-671,p3,error,pass,P3 scenario assumption limits task ids={'LLM-023': 12},70_outputs/processed_tables/p3_scenario_assumption_limits_deepseek.csv
IMPL-672,p3,error,pass,P3 calibration blockers statuses={'needs_review': 12},70_outputs/processed_tables/p3_calibration_blocker_register_deepseek.csv
IMPL-673,p3,error,pass,P3 calibration blockers executors={'deepseek': 12},70_outputs/processed_tables/p3_calibration_blocker_register_deepseek.csv
IMPL-674,p3,error,pass,P3 calibration blockers task ids={'LLM-023': 12},70_outputs/processed_tables/p3_calibration_blocker_register_deepseek.csv
IMPL-675,p3,error,pass,P3 calibration evidence requests core domains missing=[],70_outputs/processed_tables/p3_calibration_evidence_request_worklist_deepseek.csv
IMPL-676,p3,error,pass,P3 calibration acceptance criteria core domains missing=[],70_outputs/processed_tables/p3_calibration_acceptance_criteria_deepseek.csv
IMPL-677,p3,error,pass,P3 scenario assumption limits core domains missing=[],70_outputs/processed_tables/p3_scenario_assumption_limits_deepseek.csv
IMPL-678,p3,error,pass,P3 calibration blockers core domains missing=[],70_outputs/processed_tables/p3_calibration_blocker_register_deepseek.csv
IMPL-679,p3,error,pass,P3 calibration gate status core domains missing=[],70_outputs/processed_tables/p3_calibration_gate_status.csv
IMPL-680,p3,error,pass,"P3 evidence request statuses=['blocked_until_source_received', 'needs_review', 'pending_collection', 'pending_conversion']",70_outputs/processed_tables/p3_calibration_evidence_request_worklist_deepseek.csv
IMPL-681,p3,error,pass,P3 geometry calibration evidence remains pending_conversion,70_outputs/processed_tables/p3_calibration_evidence_request_worklist_deepseek.csv
IMPL-682,p3,error,pass,P3 acceptance criteria block P4 conclusion,70_outputs/processed_tables/p3_calibration_acceptance_criteria_deepseek.csv
IMPL-683,p3,error,pass,P3 scenario limits forbid premature P4 conclusion outputs,70_outputs/processed_tables/p3_scenario_assumption_limits_deepseek.csv
IMPL-684,p3,error,pass,P3 blocker statuses={'blocked_until_source_received': 12},70_outputs/processed_tables/p3_calibration_blocker_register_deepseek.csv
IMPL-685,p3,error,pass,"P3 gates are not falsely closed statuses=['blocked_until_source_received', 'pending_conversion']",70_outputs/processed_tables/p3_calibration_gate_status.csv
IMPL-686,p3,error,pass,P3 gates required before P4 conclusion,70_outputs/processed_tables/p3_calibration_gate_status.csv
IMPL-687,p3,error,pass,P3 calibration execution review statuses={'pass': 32},40_quality_evidence/deepseek_p3_calibration_execution_package_review.csv
IMPL-688,p4,error,pass,premature P4 full-simulation artifact absent: 60_model/scripts/build_p4_full_simulation.py,60_model/scripts/build_p4_full_simulation.py
IMPL-689,p4,error,pass,premature P4 full-simulation artifact absent: 70_outputs/processed_tables/p4_node_scoring_ranking.csv,70_outputs/processed_tables/p4_node_scoring_ranking.csv
IMPL-690,p4,error,pass,premature P4 full-simulation artifact absent: 70_outputs/processed_tables/p4_simulation_detail_results.csv,70_outputs/processed_tables/p4_simulation_detail_results.csv
IMPL-691,p4,error,pass,premature P4 full-simulation artifact absent: 70_outputs/processed_tables/p4_stress_test_results.csv,70_outputs/processed_tables/p4_stress_test_results.csv
IMPL-692,p4,error,pass,premature P4 full-simulation artifact absent: 70_outputs/processed_tables/p4_candidate_scoring_summary.csv,70_outputs/processed_tables/p4_candidate_scoring_summary.csv
IMPL-693,p4,error,pass,premature P4 full-simulation artifact absent: p4_completion_summary.md,p4_completion_summary.md
IMPL-694,p4,error,pass,P4 premature audit decision=rollback,40_quality_evidence/deepseek_p4_premature_audit.json
IMPL-695,p4,error,pass,P4 premature audit output_status=needs_review,40_quality_evidence/deepseek_p4_premature_audit.json
IMPL-696,p4,error,pass,P4 feedback node draft statuses={'needs_review': 6},70_outputs/processed_tables/p4_feedback_node_priority_draft_deepseek.csv
IMPL-697,p4,error,pass,P4 feedback node draft executors={'deepseek': 6},70_outputs/processed_tables/p4_feedback_node_priority_draft_deepseek.csv
IMPL-698,p4,error,pass,P4 feedback node draft task ids={'LLM-025': 6},70_outputs/processed_tables/p4_feedback_node_priority_draft_deepseek.csv
IMPL-699,p4,error,pass,P4 feedback scenario draft statuses={'needs_review': 12},70_outputs/processed_tables/p4_feedback_scenario_matrix_draft_deepseek.csv
IMPL-700,p4,error,pass,P4 feedback scenario draft executors={'deepseek': 12},70_outputs/processed_tables/p4_feedback_scenario_matrix_draft_deepseek.csv
IMPL-701,p4,error,pass,P4 feedback scenario draft task ids={'LLM-025': 12},70_outputs/processed_tables/p4_feedback_scenario_matrix_draft_deepseek.csv
IMPL-702,p4,error,pass,P4 feedback data request statuses={'needs_review': 12},70_outputs/processed_tables/p4_feedback_data_request_to_partner_deepseek.csv
IMPL-703,p4,error,pass,P4 feedback data request executors={'deepseek': 12},70_outputs/processed_tables/p4_feedback_data_request_to_partner_deepseek.csv
IMPL-704,p4,error,pass,P4 feedback data request task ids={'LLM-025': 12},70_outputs/processed_tables/p4_feedback_data_request_to_partner_deepseek.csv
IMPL-705,p4,error,pass,P4 feedback node ids are nonempty,70_outputs/processed_tables/p4_feedback_node_priority_draft_deepseek.csv
IMPL-706,p4,error,pass,P4 feedback nodes remain draft/not_final,70_outputs/processed_tables/p4_feedback_node_priority_draft_deepseek.csv
IMPL-707,p4,error,pass,P4 feedback requests ask for core missing data,70_outputs/processed_tables/p4_feedback_data_request_to_partner_deepseek.csv
IMPL-708,p4,error,pass,P4 feedback draft review statuses={'pass': 17},40_quality_evidence/deepseek_p4_feedback_draft_review.csv
IMPL-709,p4,error,pass,P4 node explanation score_hidden={'true': 6},70_outputs/processed_tables/p4_node_explanation_from_legacy_20260604.csv
IMPL-710,p4,error,pass,P4 node explanation priority_label={'复核后判断': 6},70_outputs/processed_tables/p4_node_explanation_from_legacy_20260604.csv
IMPL-711,data,error,pass,poi_supply_base pending verification rows=20/20,70_outputs/processed_tables/poi_supply_base.csv
IMPL-712,data,error,pass,grid coffee name keeps English space,70_outputs/processed_tables/poi_supply_base.csv
IMPL-713,data,error,pass,amap query categories=10,50_external_gis/amap_poi/amap_poi_query_plan.csv
IMPL-714,data,error,pass,spatial precheck rows match candidates=227/227,70_outputs/processed_tables/poi_supply_candidates_amap_spatial_precheck.csv
IMPL-715,data,error,pass,spatial precheck supply use counts={'do_not_use_as_in_park_supply_yet': 227},70_outputs/processed_tables/poi_supply_candidates_amap_spatial_precheck.csv
IMPL-716,data,error,pass,spatial precheck boundary counts={'needs_polygon_or_field_verification': 227},70_outputs/processed_tables/poi_supply_candidates_amap_spatial_precheck.csv
