table_id,source_file,page,table_index,row_count,column_count,topic_draft,topic_confidence,reason_draft,evidence_keywords_draft,output_status,executor,model,review_gate,llm_task_id,run_id
TBL-00173,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,95,1,8,4,demographic_profile,high,学历分布占比与TGI，典型人口特征,"学历, 占比, TGI, 本科, 初中",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00174,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,96,1,11,4,demographic_profile,high,所在行业占比与TGI，描述人群职业特征,"所在行业, 占比, TGI, 法律, IT互联网",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00175,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,97,1,8,4,demographic_profile,high,年龄段分布与TGI，基本人口结构,"年龄, 占比, TGI, 46-60, 31-35",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00176,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,98,1,11,2,demographic_profile,high,在读学校占比，反映人群教育阶段与身份特征,"在读学校, 占比, 北京体育大学, 首都体育学院",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00177,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,99,1,11,2,origin_residence_work,high,常驻区县分布，直接描述居住地来源,"常驻区县, 占比, 朝阳区, 昌平区",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00178,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,100,1,11,2,origin_residence_work,high,家乡地分布，反映来源地特征,"家乡地, 占比, 北京市, 河北省-保定市",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00179,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,101,1,11,2,demographic_profile,high,表格展示常驻城市占比，属于人口统计学特征。,常驻城市V2 / 占比,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00180,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,102,1,11,2,demographic_profile,high,表格展示常驻省份占比，属于人口统计学特征。,常驻省份 / 占比,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00181,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,103,1,11,2,origin_residence_work,medium,活跃商圈人群覆盖度反映客群来源商圈，可能关联居住或工作地。,活跃商圈v2 / 人群覆盖度,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00182,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,104,1,4,4,tgi_preference,high,表格包含婚育状态、北京市大盘占比及TGI指数，属于偏好/指数分析。,婚育状态 / 占比 / 北京市大盘 / TGI,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00183,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,105,1,8,4,tgi_preference,high,表格包含职住距离、北京市大盘占比及TGI指数，属于偏好/指数分析。,职住距离 / 占比 / 北京市大盘 / TGI,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00184,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,106,1,11,4,tgi_preference,high,表格包含职业细分、北京市大盘占比及TGI指数，属于偏好/指数分析。,职业细分 / 占比 / 北京市大盘 / TGI,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00185,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,107,1,8,4,tgi_preference,high,表格包含学历、北京市大盘占比及TGI指数，属于偏好/指数分析。,学历 / 占比 / 北京市大盘 / TGI,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00186,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,108,1,11,4,tgi_preference,high,表格包含所在行业、北京市大盘占比及TGI指数，属于偏好/指数分析。,所在行业 / 占比 / 北京市大盘 / TGI,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00187,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,109,1,3,4,tgi_preference,high,表格包含性别占比、北京市大盘及TGI指标，属于人群偏好与市场对比数据,"['性别', '占比', 'TGI']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00188,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,110,1,6,4,tgi_preference,high,表格呈现人生阶段占比与TGI，反映特定人群的市场偏好强度,"['人生阶段', '占比', 'TGI']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00189,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,111,1,9,4,tgi_preference,high,表格为年龄分段占比与TGI，属于人群偏好指数分析,"['年龄', '占比', 'TGI']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00190,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,112,1,11,2,demographic_profile,high,常驻区县V2占比描述访客或人群的居住地区域分布，构成人口画像,"['常驻区县V2', '占比']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00191,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,113,1,11,2,demographic_profile,high,在读学校占比反映人群的教育属性，属于人口学特征,"['在读学校', '占比']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00192,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,114,1,11,2,demographic_profile,high,常驻城市V2占比描述人群来源城市，构成地域人口画像,"['常驻城市V2', '占比']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00193,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,115,1,11,2,demographic_profile,high,常驻省份占比为人群地域分布数据，属于人口学特征,"['常驻省份', '占比']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00194,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,1,11,2,visitor_flow,high,活跃商圈人群覆盖度反映访客来自哪些商圈，属于客流来源分析,"['活跃商圈v2', '人群覆盖度']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00195,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,117,1,11,2,origin_residence_work,high,表格展示家乡地占比，属于客群来源地信息,"['家乡地', '占比', '北京市-北京市', '河北省-保定市']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00196,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,118,1,6,4,tgi_preference,high,表格展示城市消费水平及TGI对比，属于消费偏好指数,"['城市消费水平', '占比', '北京市大盘', 'TGI', '中', '次高']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00197,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,119,1,4,4,origin_residence_work,high,表格展示通勤方式占比及TGI，反映通勤属性，属于职住/出行来源,"['通勤方式', '占比', '北京市大盘', 'TGI', '公交', '地铁']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00198,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,120,1,6,4,consumption_spending,medium,表格展示全国消费水平分层及TGI，可视为消费支出分级,"['全国消费水平', '占比', '北京市大盘', 'TGI', '高', '次高']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00199,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,121,1,10,4,consumption_spending,medium,表格展示酒店消费水平区间及TGI，属于酒店消费支出细分,"['酒店消费水平', '占比', '北京市大盘', 'TGI', '301-450元', '451-600元']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00200,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,122,1,8,4,consumption_spending,high,表格展示餐饮消费水平及TGI，直接反映餐饮支出分层,"['餐饮消费水平', '占比', '北京市大盘', 'TGI', '51-100元', '101-150元']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00201,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,123,1,7,4,consumption_spending,medium,表格展示餐饮消费频次及TGI，属于消费行为频次,"['餐饮消费频次', '占比', '北京市大盘', 'TGI', '11次及以上', '1-2次']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00202,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,124,1,7,4,visitor_flow,high,表格展示商场到店频次及TGI，反映访客到访频率,"['商场到店频次', '占比', '北京市大盘', 'TGI', '1-2次', '3-4次']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00203,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,125,1,11,4,tgi_preference,high,表格包含细分人群与北京市大盘的占比及TGI指数，属于偏好指数分析。,"['TGI', '占比', '北京市大盘']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00204,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,126,1,10,4,tgi_preference,high,表格包含细分人群与北京市大盘的占比及TGI指数，属于偏好指数分析。,"['TGI', '占比', '北京市大盘']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00205,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,127,1,6,4,tgi_preference,high,表格包含细分人群与北京市大盘的占比及TGI指数，属于偏好指数分析。,"['TGI', '占比', '北京市大盘']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00206,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,128,1,11,4,tgi_preference,high,表格包含到访品牌人群覆盖度与北京市大盘的TGI对比，属于偏好指数分析。,"['TGI', '人群覆盖度', '北京市大盘']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00207,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,129,1,3,4,tgi_preference,high,表格包含有车属性对比北京市大盘的TGI指数，属于偏好指数分析。,"['TGI', '占比', '北京市大盘']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00208,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,130,1,6,4,tgi_preference,high,表格包含酒店消费价格等级对比北京市大盘的TGI指数，属于偏好指数分析。,"['TGI', '占比', '北京市大盘']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00209,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,131,1,6,4,tgi_preference,high,表格包含居住社区房价等级对比北京市大盘的TGI指数，属于偏好指数分析。,"['TGI', '占比', '北京市大盘']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00210,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,132,1,11,4,tgi_preference,high,表格包含到访4S店品牌人群覆盖度与北京市大盘的TGI对比，属于偏好指数分析。,"['TGI', '人群覆盖度', '北京市大盘']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00211,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,133,1,9,4,demographic_profile,high,表格展示居住社区房价区间占比及TGI，属于人口画像中的居住房价特征。,"['居住社区房价', '占比', 'TGI', '40000-59999', '60000-79999']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00212,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,134,1,3,4,demographic_profile,high,表格展示是否有车占比及TGI，属于人口画像属性。,"['是否有车', '占比', 'TGI', '是', '否']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00213,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,1,7,4,visitor_flow,high,表格展示商场到店频次占比及TGI，反映客流访问频率。,"['商场到店频次', '占比', 'TGI', '1-2次', '3-4次']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00214,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,136,1,11,4,demographic_profile,high,表格展示居住社区房价细分占比及TGI，深入人口画像的房价特征。,"['居住社区房价细分', '占比', 'TGI', '60000-69999', '50000-59999']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00215,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,137,1,10,4,consumption_spending,high,表格展示酒店消费水平区间占比及TGI，属于消费支出分析。,"['酒店消费水平', '占比', 'TGI', '301-450元', '451-600元']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00216,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,138,1,6,4,consumption_spending,high,表格展示全国消费水平等级占比及TGI，属于消费支出分层。,"['全国消费水平', '占比', 'TGI', '高', '次高']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00217,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,139,1,6,4,consumption_spending,high,表格展示城市消费水平等级占比及TGI，属于消费支出分层。,"['城市消费水平', '占比', 'TGI', '中', '次高']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00218,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,140,1,7,4,consumption_spending,high,表格展示餐饮消费频次占比及TGI，反映餐饮消费支出行为。,"['餐饮消费频次', '占比', 'TGI', '1-2次', '11次及以上']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00219,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,141,1,4,4,tgi_preference,high,表格显示通勤方式的区域占比、北京市大盘占比及TGI指数，直接表征区域相对全市的偏好指数,"通勤方式, 占比, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00220,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,142,1,6,4,tgi_preference,high,表格包含酒店消费价格等级的区域占比、北京市大盘占比及TGI，反映消费偏好指数,"酒店消费价格等级, 占比, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00221,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,143,1,8,4,tgi_preference,high,餐饮消费水平的区域占比与北京市大盘对比及TGI，体现消费偏好指数,"餐饮消费水平, 占比, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00222,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,144,1,11,4,tgi_preference,high,居住社区房价细分的区域占比与北京市大盘对比及TGI，体现房价偏好指数,"居住社区房价细分, 占比, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00223,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,145,1,3,4,tgi_preference,high,是否有车数据的区域占比、北京市大盘占比及TGI，反映拥车偏好指数,"是否有车v2, 占比, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00224,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,146,1,4,4,tgi_preference,high,通勤方式区域占比与北京市大盘对比及TGI，体现通勤偏好指数,"通勤方式, 占比, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00225,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,147,1,7,4,tgi_preference,high,餐饮消费频次的区域占比、北京市大盘及TGI，反映消费习惯偏好指数,"餐饮消费频次, 占比, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00226,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,148,1,10,4,tgi_preference,high,居住社区房价的区域占比与北京市大盘对比及TGI，体现房价偏好指数,"居住社区房价, 占比, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00227,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,149,1,11,4,tgi_preference,high,表格展示到访4S店品牌的人群覆盖度、北京市大盘及TGI指数,"TGI, 人群覆盖度, 北京市大盘, 到访4S店品牌",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00228,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,150,1,8,4,tgi_preference,high,表格展示餐饮消费水平的占比、北京市大盘及TGI指数,"TGI, 占比, 北京市大盘, 餐饮消费水平",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00229,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,151,1,6,4,tgi_preference,high,表格展示酒店消费价格等级的占比、北京市大盘及TGI指数,"TGI, 占比, 北京市大盘, 酒店消费价格等级",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00230,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,152,1,7,4,tgi_preference,high,表格展示商场到店频次的占比、北京市大盘及TGI指数,"TGI, 占比, 北京市大盘, 商场到店频次",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00231,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,153,1,6,4,tgi_preference,high,表格展示居住社区房价等级的占比、北京市大盘及TGI指数,"TGI, 占比, 北京市大盘, 居住社区房价等级",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00232,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,154,1,6,4,tgi_preference,high,表格展示全国消费水平v2的占比、北京市大盘及TGI指数,"TGI, 占比, 北京市大盘, 全国消费水平v2",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00233,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,155,1,10,4,tgi_preference,high,表格展示酒店消费水平的占比、北京市大盘及TGI指数,"TGI, 占比, 北京市大盘, 酒店消费水平",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00234,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,156,1,6,4,tgi_preference,high,表格展示城市消费水平v2的占比、北京市大盘及TGI指数,"TGI, 占比, 北京市大盘, 城市消费水平v2",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00235,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,157,1,11,4,tgi_preference,high,表格显示出游月份的人群覆盖度、北京市大盘和TGI，典型TGI偏好对比,"['出游月份', '人群覆盖度', '北京市大盘', 'TGI']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00236,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,158,1,3,4,tgi_preference,high,表格为出国游占比与北京市大盘及TGI，属于TGI偏好分析,"['出国游', '占比', '北京市大盘', 'TGI']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00237,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,159,1,5,4,tgi_preference,high,表格展示旅游距离占比、大盘和TGI，衡量不同距离出行偏好,"['旅游距离', '占比', '北京市大盘', 'TGI']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00238,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,159,2,1,2,empty_or_visual_noise,high,样本仅含斜杠和标签，应为图表残余图例或噪声，无实质数据,['/ 长途 无出游 中途 近途'],draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00239,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,160,1,3,4,tgi_preference,high,差旅常客占比与大盘及TGI对比，体现差旅倾向偏好,"['差旅常客', '占比', '北京市大盘', 'TGI']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00240,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,161,1,11,4,tgi_preference,high,出游月份的人群覆盖度、大盘与TGI，分析出行时间偏好指数,"['出游月份', '人群覆盖度', '北京市大盘', 'TGI']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00241,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,162,1,5,4,tgi_preference,high,旅游距离占比与大盘TGI，揭示长途/近途等距离偏好指数,"['旅游距离', '占比', '北京市大盘', 'TGI']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00242,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,163,1,3,4,tgi_preference,high,差旅常客对比大盘与TGI，反映差旅属性偏好强度,"['差旅常客', '占比', '北京市大盘', 'TGI']",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00243,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,164,1,3,4,tgi_preference,high,表格包含北京市大盘占比与TGI指数，反映该群体出国游偏好。,"TGI, 占比, 北京市大盘",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00244,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,165,1,11,4,tgi_preference,high,表格展示出游月份的人群覆盖度与TGI，属于偏好指数分析。,"TGI, 人群覆盖度, 北京市大盘",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00245,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,166,1,3,4,tgi_preference,high,样本重复出现出国游占比与TGI，明确为偏好指数表。,"TGI, 占比, 北京市大盘",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00246,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,167,1,3,4,tgi_preference,high,差旅常客占比及TGI明显指向偏好指数。,"TGI, 占比, 北京市大盘",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00247,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,168,1,5,4,tgi_preference,high,旅游距离分类包含占比和大盘TGI，属于偏好对比。,"TGI, 占比, 北京市大盘",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00248,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,168,2,1,2,empty_or_visual_noise,high,样本仅有一行，内容为无数据的关键词排列，疑似图表图例抽提噪声。,长途 无出游 中途 近途,draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00249,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,169,1,7,4,tgi_preference,high,娱乐休闲细分品类有覆盖度和TGI，属于偏好指数。,"TGI, 人群覆盖度, 北京市大盘",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00250,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,170,1,11,4,tgi_preference,high,运动健身场所覆盖度和TGI显示偏好特征。,"TGI, 人群覆盖度, 北京市大盘",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023308Z
TBL-00251,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,171,1,11,4,tgi_preference,high,表格内容包含旅游景点的人群覆盖度、北京市大盘及TGI指数，典型的人群偏好分析指标。,"旅游景点, 人群覆盖度, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023814Z
TBL-00252,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,172,1,3,4,tgi_preference,high,表格展示交通设施（火车站、飞机场）的人群覆盖度与TGI，反映人群对基础设施的偏好。,"基础设施, 交通设施, 人群覆盖度, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023814Z
TBL-00253,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,173,1,11,4,tgi_preference,high,表格列出到访偏好大类（购物、房产）的人群覆盖度及TGI，属于偏好指数分析。,"到访偏好大类, 人群覆盖度, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023814Z
TBL-00254,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,174,1,6,4,tgi_preference,high,表格显示酒店宾馆（星级、经济型）的人群覆盖度和大盘TGI，是典型的偏好分析。,"酒店宾馆, 人群覆盖度, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023814Z
TBL-00255,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,175,1,11,4,tgi_preference,high,表格包含购物类目下购物支付、导购的人群覆盖度与TGI，属于消费偏好分析。,"购物, 人群覆盖度, 北京市大盘, TGI",draft,deepseek,deepseek-v4-pro,table_sampling,LLM-002,20260525T023814Z
